#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
BRADESCO CONS. LTDA.                                        ;52568821;202310;00890;1;67;106874,95;3;17,76160;200;495;10;21;3;1005;32;79
BRADESCO CONS. LTDA.                                        ;52568821;202310;00891;1;66;110287,31;3;17,66947;200;461;7;20;4;1169;35;82
BRADESCO CONS. LTDA.                                        ;52568821;202310;00892;1;64;206628,91;3;14,81175;200;400;3;14;4;449;31;48
BRADESCO CONS. LTDA.                                        ;52568821;202310;00893;1;62;223683,50;3;16,59293;200;371;4;7;3;569;31;51
BRADESCO CONS. LTDA.                                        ;52568821;202310;00894;1;64;106046,51;3;18,77100;200;468;9;23;6;1230;25;81
BRADESCO CONS. LTDA.                                        ;52568821;202310;00895;1;63;109103,93;3;18,59800;200;510;8;31;6;1227;26;90
BRADESCO CONS. LTDA.                                        ;52568821;202310;00896;1;63;107364,12;3;18,49075;200;474;10;24;5;1122;21;79
BRADESCO CONS. LTDA.                                        ;52568821;202310;00897;1;63;103976,28;3;19,04090;200;433;9;25;6;1252;10;74
BRADESCO CONS. LTDA.                                        ;52568821;202310;00898;1;62;113258,12;3;17,57844;200;470;8;23;7;1139;29;76
BRADESCO CONS. LTDA.                                        ;52568821;202310;00899;1;61;111397,64;3;18,06798;200;441;10;30;3;1236;19;74
BRADESCO CONS. LTDA.                                        ;52568821;202310;00900;1;60;107409,31;3;18,52034;200;542;8;40;5;1387;22;83
BRADESCO CONS. LTDA.                                        ;52568821;202310;00901;1;60;103886,78;3;19,53100;200;494;7;28;6;1446;15;73
BRADESCO CONS. LTDA.                                        ;52568821;202310;00902;1;58;103350,82;3;17,32714;200;572;10;37;5;1500;18;94
BRADESCO CONS. LTDA.                                        ;52568821;202310;00903;1;54;124217,51;3;17,83094;200;462;5;21;6;1059;13;70
BRADESCO CONS. LTDA.                                        ;52568821;202310;00904;1;53;124250,24;3;18,08208;200;452;5;34;4;1076;18;80
BRADESCO CONS. LTDA.                                        ;52568821;202310;00905;1;52;225733,53;3;19,42475;200;388;4;16;4;683;13;53
BRADESCO CONS. LTDA.                                        ;52568821;202310;00906;1;52;127274,50;3;17,75196;200;462;4;19;3;958;17;74
BRADESCO CONS. LTDA.                                        ;52568821;202310;00907;1;51;143069,73;3;17,95485;200;421;5;17;3;833;12;70
BRADESCO CONS. LTDA.                                        ;52568821;202310;00908;1;52;143397,30;3;18,43274;200;421;3;22;4;884;22;63
BRADESCO CONS. LTDA.                                        ;52568821;202310;00909;1;51;142884,47;3;17,66197;200;412;13;22;2;876;12;64
BRADESCO CONS. LTDA.                                        ;52568821;202310;00910;1;50;145569,67;3;18,54815;200;436;5;18;4;967;11;65
BRADESCO CONS. LTDA.                                        ;52568821;202310;00911;1;49;146101,05;3;17,21136;200;420;5;24;3;975;14;74
BRADESCO CONS. LTDA.                                        ;52568821;202310;00912;1;47;143945,97;3;18,26821;200;426;7;20;3;763;14;70
BRADESCO CONS. LTDA.                                        ;52568821;202310;00913;1;48;106286,08;3;17,75582;200;489;7;45;3;1044;16;63
BRADESCO CONS. LTDA.                                        ;52568821;202310;00914;1;47;108860,60;3;17,53482;200;423;6;42;4;1050;10;60
BRADESCO CONS. LTDA.                                        ;52568821;202310;00915;1;47;111280,14;3;16,74934;200;425;3;28;3;933;11;59
BRADESCO CONS. LTDA.                                        ;52568821;202310;00916;1;46;110933,04;3;16,89033;200;488;3;47;4;979;17;55
BRADESCO CONS. LTDA.                                        ;52568821;202310;00917;1;46;110494,92;3;17,00320;200;495;8;28;5;1070;14;53
BRADESCO CONS. LTDA.                                        ;52568821;202310;00918;1;45;112816,29;3;16,71059;200;448;4;20;5;841;10;67
BRADESCO CONS. LTDA.                                        ;52568821;202310;00919;1;45;109588,73;3;16,62848;200;418;4;24;6;768;16;56
BRADESCO CONS. LTDA.                                        ;52568821;202310;00920;1;44;110879,19;3;16,33094;200;505;5;33;5;918;17;70
BRADESCO CONS. LTDA.                                        ;52568821;202310;00921;1;44;109030,43;3;17,02490;200;469;7;38;4;964;12;64
BRADESCO CONS. LTDA.                                        ;52568821;202310;00922;1;44;108721,18;3;17,89072;200;422;8;44;5;951;24;62
BRADESCO CONS. LTDA.                                        ;52568821;202310;00923;1;42;109124,75;3;18,05311;200;489;2;40;4;1064;15;59
BRADESCO CONS. LTDA.                                        ;52568821;202310;00924;1;38;123297,61;3;19,62592;192;482;10;60;4;1319;5;57
BRADESCO CONS. LTDA.                                        ;52568821;202310;00925;1;38;124193,70;3;19,72930;192;495;5;29;4;1418;6;56
BRADESCO CONS. LTDA.                                        ;52568821;202310;00926;1;38;123809,02;3;18,94342;192;506;3;46;5;1303;12;60
BRADESCO CONS. LTDA.                                        ;52568821;202310;00927;1;38;120214,93;3;19,77956;192;485;3;55;2;1238;3;55
BRADESCO CONS. LTDA.                                        ;52568821;202310;00928;1;38;127044,84;3;20,39701;192;513;3;52;4;1418;10;67
BRADESCO CONS. LTDA.                                        ;52568821;202310;00929;1;37;124721,78;3;20,44236;192;511;5;53;4;1381;8;48
BRADESCO CONS. LTDA.                                        ;52568821;202310;00930;1;37;122901,48;3;22,01614;192;489;3;47;5;1252;7;58
BRADESCO CONS. LTDA.                                        ;52568821;202310;00931;1;36;114892,94;3;21,32281;192;480;5;63;4;1496;3;57
BRADESCO CONS. LTDA.                                        ;52568821;202310;00932;1;36;117547,47;3;21,33685;192;478;6;71;5;1584;3;62
BRADESCO CONS. LTDA.                                        ;52568821;202310;00933;1;35;117993,66;3;20,32323;192;539;8;45;4;1657;6;59
BRADESCO CONS. LTDA.                                        ;52568821;202310;00934;1;35;115568,73;3;21,82266;192;482;3;71;2;1472;5;52
BRADESCO CONS. LTDA.                                        ;52568821;202310;00935;1;35;120228,97;3;21,49839;192;480;3;45;3;1504;7;52
BRADESCO CONS. LTDA.                                        ;52568821;202310;00936;1;34;113419,01;3;20,71760;192;619;4;53;7;1359;7;64
BRADESCO CONS. LTDA.                                        ;52568821;202310;00937;1;33;116980,27;3;21,74126;192;527;6;56;6;1422;4;64
BRADESCO CONS. LTDA.                                        ;52568821;202310;00938;1;29;111191,85;3;21,51262;192;471;8;52;6;1463;2;52
BRADESCO CONS. LTDA.                                        ;52568821;202310;00939;1;29;110363,90;3;21,60921;192;484;3;56;2;1474;3;46
BRADESCO CONS. LTDA.                                        ;52568821;202310;00940;1;29;107443,56;3;21,43955;192;469;3;64;2;1577;1;50
BRADESCO CONS. LTDA.                                        ;52568821;202310;00941;1;29;116179,03;3;21,44160;192;474;3;59;8;1441;3;45
BRADESCO CONS. LTDA.                                        ;52568821;202310;00942;1;28;108682,75;3;21,59695;192;468;5;52;2;1544;1;39
BRADESCO CONS. LTDA.                                        ;52568821;202310;00943;1;28;108092,64;3;22,02505;192;474;3;58;3;1518;1;41
BRADESCO CONS. LTDA.                                        ;52568821;202310;00944;1;28;107807,69;3;21,88503;192;469;2;70;3;1510;1;46
BRADESCO CONS. LTDA.                                        ;52568821;202310;00945;1;27;107474,74;3;22,12736;192;463;3;64;5;1548;1;48
BRADESCO CONS. LTDA.                                        ;52568821;202310;00946;1;27;110319,95;3;21,80501;192;433;2;84;2;1649;0;33
BRADESCO CONS. LTDA.                                        ;52568821;202310;00947;1;27;108186,52;3;22,37476;192;453;2;70;2;1508;1;45
BRADESCO CONS. LTDA.                                        ;52568821;202310;00948;1;26;108792,31;3;21,98361;192;473;5;65;4;1499;4;53
BRADESCO CONS. LTDA.                                        ;52568821;202310;00949;1;26;109187,11;3;21,71195;192;453;4;70;1;1469;0;40
BRADESCO CONS. LTDA.                                        ;52568821;202310;00950;1;25;111547,57;3;21,95000;192;502;2;53;4;1281;0;36
BRADESCO CONS. LTDA.                                        ;52568821;202310;00951;1;25;110923,69;3;21,77088;192;493;1;71;6;1372;0;51
BRADESCO CONS. LTDA.                                        ;52568821;202310;00952;1;25;115431,01;3;21,55063;192;488;1;67;4;1296;4;42
BRADESCO CONS. LTDA.                                        ;52568821;202310;00953;1;24;108571,47;3;21,94390;192;486;1;70;5;1388;1;44
BRADESCO CONS. LTDA.                                        ;52568821;202310;00954;1;23;117162,50;3;20,49301;192;501;2;76;7;1247;0;41
BRADESCO CONS. LTDA.                                        ;52568821;202310;00955;1;23;121799,64;3;19,71977;192;526;2;79;4;1197;2;38
BRADESCO CONS. LTDA.                                        ;52568821;202310;00956;1;23;124088,88;3;20,50026;192;479;2;94;4;1200;6;54
BRADESCO CONS. LTDA.                                        ;52568821;202310;00957;1;22;111785,41;3;22,28809;192;481;1;89;4;1390;0;41
BRADESCO CONS. LTDA.                                        ;52568821;202310;00958;1;22;104503,11;3;21,42609;192;491;1;148;3;1388;0;40
BRADESCO CONS. LTDA.                                        ;52568821;202310;00959;1;21;106504,29;3;23,22175;192;485;5;149;4;1416;1;41
BRADESCO CONS. LTDA.                                        ;52568821;202310;00960;1;21;103016,41;3;22,38977;192;462;1;197;2;1384;0;36
BRADESCO CONS. LTDA.                                        ;52568821;202310;00961;1;21;103114,05;3;21,97340;192;510;3;143;3;1433;0;39
BRADESCO CONS. LTDA.                                        ;52568821;202310;00962;1;19;106856,81;3;23,10700;192;479;1;120;2;1308;1;31
BRADESCO CONS. LTDA.                                        ;52568821;202310;00963;1;19;103092,94;3;22,91404;192;495;2;215;2;1338;0;32
BRADESCO CONS. LTDA.                                        ;52568821;202310;00964;1;18;105146,87;3;22,97518;192;527;3;183;4;1260;1;32
BRADESCO CONS. LTDA.                                        ;52568821;202310;00965;1;18;105163,91;3;23,04840;192;518;0;170;5;1223;2;39
BRADESCO CONS. LTDA.                                        ;52568821;202310;00966;1;17;103054,45;3;22,48179;192;548;1;187;5;1167;1;32
BRADESCO CONS. LTDA.                                        ;52568821;202310;00967;1;17;106897,20;3;22,09091;192;563;3;193;2;1246;0;27
BRADESCO CONS. LTDA.                                        ;52568821;202310;00968;1;16;102778,89;3;22,43809;192;474;0;206;5;1197;0;30
BRADESCO CONS. LTDA.                                        ;52568821;202310;00969;1;16;103740,67;3;21,48342;192;578;1;211;6;1176;0;30
BRADESCO CONS. LTDA.                                        ;52568821;202310;00970;1;16;101884,44;3;22,62157;192;527;0;224;3;1107;0;29
BRADESCO CONS. LTDA.                                        ;52568821;202310;00971;1;15;103337,58;3;22,37525;192;571;4;213;4;1023;0;31
BRADESCO CONS. LTDA.                                        ;52568821;202310;00972;1;15;102278,01;3;22,30320;192;566;3;180;5;1236;0;29
BRADESCO CONS. LTDA.                                        ;52568821;202310;00973;1;15;103967,85;3;21,59296;192;554;2;183;4;1247;0;26
BRADESCO CONS. LTDA.                                        ;52568821;202310;00974;1;15;102963,46;3;22,19453;192;528;0;185;6;1059;0;30
BRADESCO CONS. LTDA.                                        ;52568821;202310;00975;1;15;101778,25;3;22,17782;192;516;2;190;6;985;0;29
BRADESCO CONS. LTDA.                                        ;52568821;202310;00976;1;15;106740,77;3;21,58485;192;712;1;158;7;993;1;40
BRADESCO CONS. LTDA.                                        ;52568821;202310;00977;1;15;103886,21;3;21,11704;192;524;1;197;5;933;2;35
BRADESCO CONS. LTDA.                                        ;52568821;202310;00978;1;14;103740,87;3;22,05618;192;520;1;207;4;1005;0;25
BRADESCO CONS. LTDA.                                        ;52568821;202310;00979;1;14;103710,72;3;22,60081;192;551;0;193;3;1032;0;28
BRADESCO CONS. LTDA.                                        ;52568821;202310;00980;1;14;100788,01;3;23,24920;192;540;3;209;3;961;0;27
BRADESCO CONS. LTDA.                                        ;52568821;202310;00981;1;14;104679,43;3;22,79764;192;546;2;216;4;1018;0;29
BRADESCO CONS. LTDA.                                        ;52568821;202310;00982;1;13;105050,27;3;22,70049;192;593;0;229;4;1187;0;27
BRADESCO CONS. LTDA.                                        ;52568821;202310;00983;1;13;103047,01;3;22,89987;192;543;1;232;3;1104;0;18
BRADESCO CONS. LTDA.                                        ;52568821;202310;00984;1;13;103499,73;3;22,90188;192;601;0;197;4;1063;0;25
BRADESCO CONS. LTDA.                                        ;52568821;202310;00985;1;13;101614,24;3;21,97717;192;554;2;228;3;978;0;26
BRADESCO CONS. LTDA.                                        ;52568821;202310;00986;1;12;97392,11;3;23,60830;192;630;0;129;2;1006;2;18
BRADESCO CONS. LTDA.                                        ;52568821;202310;00987;1;12;97832,37;3;23,62994;192;665;0;120;4;899;1;22
BRADESCO CONS. LTDA.                                        ;52568821;202310;00988;1;12;99922,31;3;22,67631;192;638;1;201;3;933;0;29
BRADESCO CONS. LTDA.                                        ;52568821;202310;00989;1;11;99834,66;3;22,83333;192;604;0;212;5;1041;0;21
BRADESCO CONS. LTDA.                                        ;52568821;202310;00990;1;11;100553,83;3;23,04396;192;564;0;123;3;939;0;20
BRADESCO CONS. LTDA.                                        ;52568821;202310;00991;1;11;100127,52;3;23,88907;192;524;2;160;1;821;1;19
BRADESCO CONS. LTDA.                                        ;52568821;202310;00992;1;10;97830,92;3;24,18649;192;680;0;201;4;844;0;25
BRADESCO CONS. LTDA.                                        ;52568821;202310;00993;1;10;99973,20;3;23,78363;192;655;2;241;2;942;0;19
BRADESCO CONS. LTDA.                                        ;52568821;202310;00994;1;8;100417,10;3;25,09731;192;540;0;388;2;474;0;17
BRADESCO CONS. LTDA.                                        ;52568821;202310;00995;1;7;110504,10;3;22,69524;192;605;0;214;2;384;0;15
BRADESCO CONS. LTDA.                                        ;52568821;202310;00996;1;6;117854,82;3;22,36932;192;643;0;185;1;374;0;14
BRADESCO CONS. LTDA.                                        ;52568821;202310;00997;1;6;112922,42;3;22,61665;192;612;0;211;3;391;0;12
BRADESCO CONS. LTDA.                                        ;52568821;202310;00998;1;5;113807,94;3;24,34649;192;590;0;337;3;242;0;9
BRADESCO CONS. LTDA.                                        ;52568821;202310;00999;1;5;118547,68;3;23,61086;192;647;1;254;3;199;0;13
BRADESCO CONS. LTDA.                                        ;52568821;202310;01000;1;5;126401,41;3;22,32301;192;708;0;196;2;213;0;11
BRADESCO CONS. LTDA.                                        ;52568821;202310;01001;1;4;121118,09;3;22,89714;192;762;0;183;3;157;0;13
BRADESCO CONS. LTDA.                                        ;52568821;202310;01002;1;4;118692,47;3;22,86656;192;731;0;202;2;152;0;9
BRADESCO CONS. LTDA.                                        ;52568821;202310;01003;1;3;126370,29;3;22,91020;192;762;0;189;4;60;0;10
BRADESCO CONS. LTDA.                                        ;52568821;202310;01004;1;2;130833,33;3;19,58847;192;805;0;140;4;59;0;7
