#Data_base;CNPJ_da_Administradora;Nome_da_Administradora;Código_do_segmento;Unidade_da_Federação_do_consorciado;Quantidade_de_consorciados_ativos_contemplados_por_lance;Quantidade_de_consorciados_ativos_contemplados_por_sorteio;Quantidade_de_consorciados_ativos_não_contemplados;Quantidade_de_consorciados_excluídos_contemplados;Quantidade_de_consorciados_excluídos_não_contemplados;Quantidade_de_consorciados_ativos_contemplados_por_lance_no_trimestre;Quantidade_de_consorciados_ativos_contemplados_por_sorteio_no_trimestre;Quantidade_de_consorciados_excluídos_contemplados_no_trimestre;Quantidade_de_adesões_no_trimestre
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;MT;0;2;7;0;9;0;0;0;0
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;3;MT;4;2;1;0;0;0;0;0;0
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;PA;0;0;0;0;3;0;0;0;0
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;PB;0;0;0;0;4;0;0;0;0
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;PE;0;0;0;0;4;0;0;0;0
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;3;PE;0;1;0;0;0;0;0;0;0
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;PR;43;9;105;18;175;4;0;2;13
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;3;PR;763;385;524;361;279;25;30;18;32
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;6;PR;2;2;2;9;2;0;0;0;1
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;RJ;0;0;4;0;14;0;0;0;0
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;3;RJ;0;0;0;1;0;0;0;1;0
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;RN;0;0;0;1;0;0;0;0;0
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;3;RN;0;0;1;0;1;0;0;0;0
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;6;RN;1;0;0;0;2;0;0;0;0
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;RO;0;1;0;0;1;0;0;0;0
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;RS;339;132;300;55;364;7;3;1;94
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;3;RS;68;33;49;27;22;1;4;0;3
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;6;RS;12;25;6;6;9;0;1;0;0
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;SC;882;507;2317;555;4559;30;18;19;267
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;3;SC;836;403;588;305;350;39;24;16;54
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;6;SC;35;122;84;63;42;4;8;4;3
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;SP;15;5;60;3;52;1;1;0;41
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;3;SP;12;8;8;1;6;1;0;0;1
202309;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;TO;0;0;0;0;2;0;0;0;0
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;AC;1;1;102;1;75;0;0;0;35
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;AC;6;4;42;3;34;0;1;0;2
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;AC;11;3;74;7;52;1;0;1;19
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;AL;3;5;333;5;200;2;0;3;103
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;AL;19;4;46;5;56;1;0;0;3
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;AL;11;1;144;4;84;1;0;0;43
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;AL;0;0;1;0;3;0;0;0;0
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;AM;3;0;112;3;134;0;0;0;59
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;AM;46;24;110;22;79;3;0;0;8
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;AM;13;7;100;9;54;2;1;2;20
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;AM;6;0;7;0;2;3;0;0;10
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;AP;0;0;32;2;16;0;0;0;15
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;AP;20;0;8;10;7;0;0;0;0
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;AP;6;0;42;1;18;1;0;0;25
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;BA;28;2;705;17;694;1;0;0;156
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;BA;422;77;643;111;535;36;3;8;75
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;BA;140;40;595;31;388;14;6;2;98
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;BA;2;0;9;0;2;0;0;0;4
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;CE;63;19;599;4;170;0;0;0;99
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;CE;175;34;264;32;232;11;1;4;30
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;CE;24;6;127;7;98;4;2;0;27
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;CE;0;0;0;0;2;0;0;0;0
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;DF;22;1;651;7;356;3;0;0;239
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;DF;94;12;83;10;56;5;0;0;3
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;DF;70;7;302;3;78;11;0;0;88
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;DF;5;0;8;0;3;2;0;0;0
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;ES;13;2;362;3;142;1;1;1;149
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;ES;43;22;133;15;110;3;5;1;14
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;ES;20;5;192;5;56;2;0;0;31
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;ES;1;0;4;0;4;0;0;0;2
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;GO;46;13;1625;6;721;8;1;0;461
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;GO;1885;269;1326;333;1212;71;18;35;129
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;GO;132;28;758;30;382;13;2;3;231
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;GO;2;1;11;1;11;1;0;0;1
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;MA;4;3;484;2;164;0;0;2;156
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;MA;227;39;310;93;276;5;0;4;36
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;MA;31;8;244;8;107;1;1;2;53
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;MA;4;0;10;0;1;2;0;0;4
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;MG;97;25;2339;14;1152;15;3;1;765
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;MG;967;215;1223;369;1076;41;9;27;115
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;MG;158;32;1172;42;567;19;3;4;292
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;MG;9;1;37;1;23;3;0;0;19
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;MS;101;6;1772;3;541;12;0;1;551
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;MS;406;105;550;90;394;27;1;7;50
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;MS;49;15;434;18;202;9;1;3;110
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;MS;1;0;9;0;3;0;0;0;6
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;MT;153;57;2285;18;1100;9;3;2;676
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;MT;2223;271;1512;273;873;67;10;18;180
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;MT;247;41;1153;32;518;30;3;2;231
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;MT;2;1;18;0;6;1;0;0;12
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;PA;3;0;318;2;108;2;0;0;53
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;PA;244;59;318;170;487;7;1;11;56
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;PA;83;19;147;19;166;5;0;0;15
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;PA;0;1;6;0;3;0;0;0;4
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;PB;6;0;314;2;129;1;0;1;127
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;PB;28;7;76;20;70;1;0;0;8
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;PB;22;4;130;9;78;3;0;0;24
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;PB;0;0;5;0;2;0;0;0;1
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;PE;4;1;328;0;217;0;0;0;160
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;PE;88;9;147;31;130;4;1;2;7
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;PE;40;5;187;5;124;2;0;1;53
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;PE;1;0;2;0;3;1;0;0;2
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;PI;4;2;100;2;83;0;0;0;17
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;PI;59;8;58;4;39;1;0;0;4
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;PI;23;2;78;5;56;2;0;0;12
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;PI;0;1;1;0;1;0;0;0;0
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;PR;6552;1718;42257;1565;46494;367;82;80;6289
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;PR;1797;441;2348;418;1806;96;25;25;169
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;PR;1748;340;11662;282;5768;224;54;42;2021
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;PR;95;15;314;16;139;20;4;4;111
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;RJ;478;73;5470;34;3001;57;10;3;1171
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;RJ;68;21;116;33;158;7;1;5;27
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;RJ;255;49;1363;55;790;28;11;8;282
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;RJ;6;1;16;2;6;0;0;0;8
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;RN;3;0;285;2;143;1;0;0;116
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;RN;32;10;33;21;41;1;1;3;6
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;RN;13;6;204;7;95;3;1;3;70
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;RN;2;0;1;0;1;0;0;0;0
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;RO;23;6;991;4;657;12;3;0;391
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;RO;455;51;184;55;207;17;2;5;30
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;RO;73;10;687;17;346;10;1;5;135
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;RO;7;0;25;0;8;1;0;0;12
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;RR;0;0;53;0;13;0;0;0;22
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;RR;36;7;90;30;103;1;2;2;3
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;RR;13;3;21;5;36;1;1;0;5
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;RR;0;0;1;0;0;0;0;0;0
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;RS;209;51;2693;22;1541;7;4;2;559
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;RS;2196;469;3305;576;2014;189;31;49;413
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;RS;257;29;1081;43;373;31;3;9;203
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;RS;10;3;49;1;18;8;1;1;25
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;SC;3380;838;16960;585;18999;207;28;23;2761
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;SC;1908;451;2898;346;1515;146;20;22;275
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;SC;910;212;3230;182;1756;111;19;12;590
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;SC;22;2;75;4;29;5;0;0;35
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;SE;1;0;39;0;23;0;0;0;7
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;SE;157;11;135;30;256;11;1;4;20
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;SE;20;1;61;4;35;2;0;0;12
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;SP;1725;246;19233;376;15011;155;21;23;4546
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;SP;2060;428;2871;573;2147;173;21;51;350
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;SP;1225;327;5585;340;2897;222;26;35;1562
202309;84911098;ADEMICON ADM CONS S.A.                                      ;6;SP;26;4;91;2;42;6;1;1;35
202309;84911098;ADEMICON ADM CONS S.A.                                      ;1;TO;1;0;67;1;22;0;0;1;34
202309;84911098;ADEMICON ADM CONS S.A.                                      ;2;TO;159;25;263;50;207;2;4;7;21
202309;84911098;ADEMICON ADM CONS S.A.                                      ;3;TO;20;5;71;5;39;0;1;0;27
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;AL;0;0;0;1;0;0;0;0;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;BA;0;0;1;3;0;0;0;0;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;3;CE;0;1;0;0;0;0;0;0;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;3;MG;1;0;0;0;0;0;0;0;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;6;MG;0;0;0;0;1;0;0;0;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;MS;0;0;1;0;0;0;0;0;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;MT;1;0;0;0;0;0;0;0;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;3;MT;0;0;0;1;0;0;0;0;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;PA;0;0;0;1;2;0;0;0;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;PR;32;29;117;279;130;0;1;5;6
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;3;PR;76;29;71;120;109;3;0;16;8
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;4;PR;11;18;29;26;15;0;1;5;10
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;6;PR;50;13;77;35;67;8;3;7;19
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;RJ;0;0;0;0;1;0;0;0;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;6;RJ;1;0;0;0;0;0;0;0;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;6;RN;0;0;0;2;0;0;0;1;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;RO;0;0;1;0;0;0;0;0;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;RS;3;2;22;18;71;0;0;2;1
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;3;RS;29;6;16;21;50;4;0;3;2
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;4;RS;14;3;11;15;16;1;0;6;4
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;6;RS;8;2;17;12;23;2;0;1;1
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;SC;265;228;797;1959;1463;7;11;45;62
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;3;SC;730;310;535;1015;875;28;17;159;69
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;4;SC;201;121;209;277;206;8;5;43;52
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;6;SC;226;83;377;133;234;19;15;21;77
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;SP;1;0;2;12;3;0;0;0;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;3;SP;1;2;0;5;0;0;0;1;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;4;SP;0;1;0;1;0;0;1;0;0
202309;85322204;GLOBO ADM. CONS. LTDA.                                      ;6;SP;1;0;0;0;2;0;0;0;0
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;AC;11;18;30;17;2;0;2;3;1
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;AC;9;4;0;4;1;0;0;0;0
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;AL;14;22;25;14;6;1;0;0;2
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;AL;20;11;10;16;10;3;1;1;1
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;AM;29;8;21;8;2;0;0;0;5
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;AM;6;1;12;3;0;0;0;0;2
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;AP;17;11;10;10;2;0;1;1;0
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;AP;3;1;1;3;1;0;0;0;0
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;BA;307;206;278;182;67;12;11;18;32
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;BA;200;46;57;91;51;9;0;9;9
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;CE;54;102;125;38;5;1;5;4;14
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;CE;62;17;13;18;3;4;1;1;6
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;DF;23;11;19;9;7;3;1;2;0
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;DF;9;5;4;6;1;0;1;0;1
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;ES;57;111;149;41;8;1;4;5;7
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;ES;30;12;28;9;13;0;2;1;4
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;GO;130;73;135;53;19;4;7;4;9
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;GO;30;12;9;9;8;1;0;0;0
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;MA;109;77;165;94;32;4;6;13;5
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;MA;38;12;23;33;18;1;0;6;2
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;MG;470;274;378;177;41;22;19;21;49
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;MG;255;77;91;63;43;9;5;11;6
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;MS;103;73;110;45;5;4;5;3;17
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;MS;57;13;19;18;9;1;0;3;1
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;MT;190;169;238;122;30;5;10;12;24
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;MT;81;29;26;44;23;0;3;4;1
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;PA;215;209;227;171;45;3;16;21;9
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;PA;94;35;51;50;24;2;1;4;7
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;PB;20;33;66;18;5;0;6;1;13
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;PB;24;3;4;6;2;3;0;1;2
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;PE;178;109;170;127;34;10;9;12;21
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;PE;130;53;89;91;53;2;5;10;8
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;PI;17;9;30;11;4;1;1;2;9
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;PI;3;3;7;6;3;1;1;1;2
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;PR;297;267;407;99;30;11;18;8;53
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;PR;104;38;85;60;38;4;0;9;5
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;RJ;335;164;278;195;61;9;7;10;17
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;RJ;178;87;131;126;68;5;4;12;15
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;RN;15;14;33;20;7;0;1;4;4
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;RN;5;2;1;12;4;0;0;0;0
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;RO;106;141;136;85;21;1;8;11;12
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;RO;25;9;22;19;13;1;1;1;2
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;RR;7;2;3;1;2;0;0;0;2
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;RR;2;0;0;1;1;0;0;0;0
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;RS;171;188;228;75;37;6;12;3;27
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;RS;43;17;16;6;8;2;1;1;0
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;SC;136;167;253;68;16;3;15;7;24
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;SC;68;38;62;32;26;1;0;6;3
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;SE;12;24;41;16;3;0;3;1;8
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;SE;2;2;4;2;1;0;0;0;1
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;SP;663;384;626;191;1047;8;46;26;48
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;SP;196;71;103;99;555;4;4;16;9
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;2;TO;42;20;21;9;3;3;4;0;8
202309;87433413;PORTOBENS ADM CONS LTDA                                     ;3;TO;21;4;9;6;2;0;0;1;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;AM;0;0;0;0;3;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;AP;0;0;1;0;4;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;2;AP;0;0;0;0;2;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;BA;1;1;1;0;0;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;BA;1;1;0;0;0;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;CE;0;0;2;0;0;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;DF;0;0;0;0;1;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;ES;0;0;0;1;2;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;ES;0;0;0;1;0;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;GO;1;0;0;0;3;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;2;GO;0;0;0;0;4;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;GO;1;1;0;2;27;0;0;1;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;MA;0;0;0;0;2;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;MA;0;0;1;0;1;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;MG;0;1;3;0;16;0;1;0;2
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;2;MG;0;0;0;1;1;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;MG;0;0;5;0;1;0;0;0;1
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;MS;0;0;4;0;6;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;MS;0;1;1;0;1;0;0;0;1
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;MT;0;0;0;1;2;0;0;1;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;2;MT;0;0;0;0;3;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;MT;3;0;0;1;3;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;PA;0;0;1;0;1;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;PA;0;0;0;0;3;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;PB;0;0;0;0;1;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;PB;0;0;1;0;0;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;PE;0;0;0;0;2;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;2;PE;0;0;0;0;1;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;PE;2;3;1;1;1;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;PI;0;0;0;0;4;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;PR;9;10;59;16;55;1;1;0;12
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;2;PR;4;2;0;3;11;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;PR;35;29;37;28;86;1;3;1;2
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;RJ;0;0;0;0;3;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;RJ;0;2;0;0;1;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;RN;0;0;0;0;1;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;RO;0;0;0;0;5;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;RO;0;0;0;0;2;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;RR;0;0;0;0;4;0;0;0;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;RS;341;255;615;498;2725;11;6;30;51
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;2;RS;108;69;1;175;666;2;4;3;0
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;RS;786;490;1329;588;1388;63;34;28;138
202309;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;SC;61;70;152;402;1013;3;1;47;29
